geoid,category,age_bin,year,combined_count,ed_count,inp_count
34007606300,EB,18-64,2020,<5,0,<5
34007606400,EB,18-64,2020,<5,<5,0
34007606500,EB,18-64,2020,9,6,<5
34007606600,EB,18-64,2020,<5,<5,0
34007606700,EB,18-64,2020,6,5,<5
34007606800,EB,18-64,2020,5,5,<5
34007607000,EB,18-64,2020,5,<5,<5
34007607100,EB,18-64,2020,<5,<5,<5
34007607200,EB,18-64,2020,11,10,<5
34007607300,EB,18-64,2020,8,6,<5
34007607401,EB,18-64,2020,11,10,<5
34007607402,EB,18-64,2020,6,6,0
34007607502,EB,18-64,2020,12,7,5
34007607503,EB,18-64,2020,14,7,7
34007607504,EB,18-64,2020,8,6,<5
34007607505,EB,18-64,2020,<5,<5,<5
34007607506,EB,18-64,2020,6,<5,<5
34007607507,EB,18-64,2020,20,12,10
34007607600,EB,18-64,2020,<5,<5,<5
34007607701,EB,18-64,2020,26,25,<5
34007607702,EB,18-64,2020,9,9,<5
34007607801,EB,18-64,2020,19,17,<5
34007607802,EB,18-64,2020,6,<5,<5
34007607900,EB,18-64,2020,7,5,<5
34007608001,EB,18-64,2020,17,15,<5
34007608202,EB,18-64,2020,12,10,<5
34007608205,EB,18-64,2020,<5,<5,0
34007608206,EB,18-64,2020,7,5,<5
34007608209,EB,18-64,2020,5,<5,<5
34007608210,EB,18-64,2020,8,6,<5
34007608211,EB,18-64,2020,16,14,<5
34007608302,EB,18-64,2020,19,17,<5
34007608303,EB,18-64,2020,14,13,<5
34007608304,EB,18-64,2020,14,13,<5
34007608401,EB,18-64,2020,8,7,<5
34007608402,EB,18-64,2020,9,9,<5
34007608403,EB,18-64,2020,18,16,<5
34007608404,EB,18-64,2020,13,13,<5
34007608503,EB,18-64,2020,9,8,<5
34007608504,EB,18-64,2020,10,8,<5
34007608600,EB,18-64,2020,23,19,5
34007608700,EB,18-64,2020,12,6,6
34007608800,EB,18-64,2020,8,5,<5
34007608901,EB,18-64,2020,14,11,7
34007608903,EB,18-64,2020,5,<5,<5
34007608904,EB,18-64,2020,5,<5,<5
34007609000,EB,18-64,2020,7,7,<5
34007609103,EB,18-64,2020,12,8,5
34007609201,EB,18-64,2020,9,9,0
34007609202,EB,18-64,2020,14,11,<5
34007609203,EB,18-64,2020,18,15,<5
34007609204,EB,18-64,2020,15,12,<5
34007609205,EB,18-64,2020,17,15,<5
34007610300,EB,18-64,2020,8,<5,8
34007610400,EB,18-64,2020,49,40,16
34007610500,EB,18-64,2020,11,10,<5
34007610600,EB,18-64,2020,16,9,8
34007610800,EB,18-64,2020,11,6,5
34007610900,EB,18-64,2020,7,<5,<5
34007611000,EB,18-64,2020,21,13,8
34007611100,EB,18-64,2020,6,5,<5
34007611200,EB,18-64,2020,11,10,<5
34007611300,EB,18-64,2020,11,10,<5
34007611400,EB,18-64,2020,10,9,<5
34007611500,EB,18-64,2020,<5,<5,<5
34007611600,EB,18-64,2020,13,9,<5
34007611700,EB,18-64,2020,5,<5,<5
34007600200,EB,65+,2020,<5,<5,<5
34007600400,EB,65+,2020,<5,<5,<5
34007600700,EB,65+,2020,<5,0,<5
34007600800,EB,65+,2020,19,9,12
34007600900,EB,65+,2020,<5,<5,<5
34007601000,EB,65+,2020,6,<5,<5
34007601101,EB,65+,2020,5,<5,<5
34007601102,EB,65+,2020,<5,<5,<5
34007601200,EB,65+,2020,5,<5,<5
34007601300,EB,65+,2020,6,<5,<5
34007601400,EB,65+,2020,10,5,8
34007601500,EB,65+,2020,7,<5,6
34007601600,EB,65+,2020,5,<5,5
34007601700,EB,65+,2020,5,<5,<5
34007601800,EB,65+,2020,<5,0,<5
34007601900,EB,65+,2020,6,<5,5
34007602000,EB,65+,2020,9,<5,8
34007602503,EB,65+,2020,6,<5,5
34007602601,EB,65+,2020,<5,<5,<5
34007602602,EB,65+,2020,6,<5,5
34007602901,EB,65+,2020,9,<5,6
34007602902,EB,65+,2020,5,<5,<5
34007603001,EB,65+,2020,5,<5,<5
34007603002,EB,65+,2020,8,6,<5
34007603100,EB,65+,2020,5,<5,<5
34007603200,EB,65+,2020,45,19,29
34007603301,EB,65+,2020,12,5,8
34007603302,EB,65+,2020,29,12,20
34007603303,EB,65+,2020,11,6,5
34007603400,EB,65+,2020,18,8,12
34007603501,EB,65+,2020,<5,0,<5
34007603503,EB,65+,2020,<5,<5,<5
34007603504,EB,65+,2020,<5,<5,<5
34007603505,EB,65+,2020,<5,<5,<5
34007603506,EB,65+,2020,<5,<5,<5
34007603507,EB,65+,2020,<5,<5,<5
34007603601,EB,65+,2020,23,14,13
34007603602,EB,65+,2020,<5,<5,<5
34007603603,EB,65+,2020,<5,0,<5
34007603700,EB,65+,2020,21,12,9
34007603800,EB,65+,2020,5,<5,5
34007603901,EB,65+,2020,17,5,15
34007603902,EB,65+,2020,10,5,7
34007604100,EB,65+,2020,6,<5,<5
34007604200,EB,65+,2020,20,10,13
34007604300,EB,65+,2020,9,<5,7
34007604400,EB,65+,2020,6,<5,<5
34007604600,EB,65+,2020,<5,<5,<5
34007604700,EB,65+,2020,<5,0,<5
34007605100,EB,65+,2020,<5,<5,<5
34007605200,EB,65+,2020,<5,<5,<5
34007605300,EB,65+,2020,5,<5,<5
34007605400,EB,65+,2020,<5,<5,<5
34007605602,EB,65+,2020,<5,<5,<5
34007605700,EB,65+,2020,<5,<5,<5
34007605800,EB,65+,2020,<5,<5,<5
34007605900,EB,65+,2020,5,<5,5
34007606000,EB,65+,2020,5,<5,<5
34007606100,EB,65+,2020,<5,<5,<5
34007606200,EB,65+,2020,7,<5,6
34007606300,EB,65+,2020,5,<5,<5
34007606400,EB,65+,2020,<5,<5,<5
34007606600,EB,65+,2020,5,<5,<5
34007606700,EB,65+,2020,<5,0,<5
34007606800,EB,65+,2020,<5,<5,<5
34007607000,EB,65+,2020,6,<5,<5
34007607100,EB,65+,2020,<5,0,<5
34007607200,EB,65+,2020,<5,0,<5
34007607300,EB,65+,2020,<5,<5,<5
34007607401,EB,65+,2020,<5,<5,0
34007607402,EB,65+,2020,<5,<5,<5
34007607502,EB,65+,2020,30,10,21
34007607503,EB,65+,2020,14,6,8
34007607504,EB,65+,2020,<5,<5,<5
34007607506,EB,65+,2020,<5,0,<5
34007607507,EB,65+,2020,15,6,10
34007607600,EB,65+,2020,<5,<5,<5
34007607701,EB,65+,2020,<5,<5,<5
34007607702,EB,65+,2020,6,5,<5
34007607801,EB,65+,2020,<5,<5,<5
34007607802,EB,65+,2020,<5,0,<5
34007607900,EB,65+,2020,<5,0,<5
34007608001,EB,65+,2020,<5,<5,0
34007608202,EB,65+,2020,<5,<5,0
34007608205,EB,65+,2020,<5,<5,<5
34007608206,EB,65+,2020,<5,0,<5
34007608209,EB,65+,2020,<5,0,<5
34007608210,EB,65+,2020,<5,<5,<5
34007608211,EB,65+,2020,<5,0,<5
34007608302,EB,65+,2020,<5,<5,<5
34007608303,EB,65+,2020,<5,<5,<5
34007608304,EB,65+,2020,5,<5,<5
34007608401,EB,65+,2020,<5,<5,0
34007608402,EB,65+,2020,<5,<5,<5
34007608403,EB,65+,2020,<5,0,<5
34007608404,EB,65+,2020,<5,<5,<5
34007608503,EB,65+,2020,<5,0,<5
34007608504,EB,65+,2020,<5,<5,<5
34007608600,EB,65+,2020,<5,<5,0
34007608700,EB,65+,2020,12,<5,9
34007608800,EB,65+,2020,<5,<5,<5
34007608901,EB,65+,2020,<5,<5,<5
34007608903,EB,65+,2020,<5,<5,<5
34007608904,EB,65+,2020,<5,<5,0
34007609000,EB,65+,2020,<5,<5,<5
34007609103,EB,65+,2020,7,<5,<5
34007609201,EB,65+,2020,<5,0,<5
34007609202,EB,65+,2020,<5,0,<5
34007609203,EB,65+,2020,<5,0,<5
34007610400,EB,65+,2020,<5,<5,<5
34007610500,EB,65+,2020,10,7,6
34007610600,EB,65+,2020,27,16,13
34007610800,EB,65+,2020,15,8,8
34007610900,EB,65+,2020,7,<5,5
34007611000,EB,65+,2020,7,<5,6
34007611100,EB,65+,2020,7,<5,6
34007611200,EB,65+,2020,14,8,8
34007611300,EB,65+,2020,<5,<5,<5
34007611400,EB,65+,2020,<5,<5,0
34007611600,EB,65+,2020,8,<5,<5
34007611700,EB,65+,2020,6,<5,<5
34007600200,EF,18-64,2020,<5,<5,0
34007600400,EF,18-64,2020,6,5,<5
34007600700,EF,18-64,2020,<5,<5,<5
34007600800,EF,18-64,2020,13,12,<5
34007600900,EF,18-64,2020,8,7,<5
34007601000,EF,18-64,2020,12,9,<5
34007601101,EF,18-64,2020,7,5,<5
34007601102,EF,18-64,2020,7,5,<5
34007601200,EF,18-64,2020,9,8,<5
34007601300,EF,18-64,2020,11,10,<5
34007601400,EF,18-64,2020,5,5,0
34007601500,EF,18-64,2020,11,10,<5
34007601600,EF,18-64,2020,<5,<5,0
34007601700,EF,18-64,2020,5,5,0
34007601900,EF,18-64,2020,<5,<5,<5
34007602000,EF,18-64,2020,9,8,<5
34007602503,EF,18-64,2020,<5,<5,0
34007602601,EF,18-64,2020,<5,<5,0
34007602602,EF,18-64,2020,<5,<5,0
34007602901,EF,18-64,2020,6,5,<5
34007602902,EF,18-64,2020,<5,<5,0
34007603001,EF,18-64,2020,6,5,<5
34007603002,EF,18-64,2020,8,7,<5
34007603100,EF,18-64,2020,<5,<5,<5
34007603200,EF,18-64,2020,5,<5,<5
34007603301,EF,18-64,2020,<5,<5,<5
34007603302,EF,18-64,2020,<5,<5,<5
34007603400,EF,18-64,2020,7,<5,<5
34007603501,EF,18-64,2020,<5,<5,0
34007603503,EF,18-64,2020,<5,<5,0
34007603504,EF,18-64,2020,<5,<5,0
34007603505,EF,18-64,2020,8,7,<5
34007603506,EF,18-64,2020,<5,<5,0
34007603507,EF,18-64,2020,<5,<5,0
34007603601,EF,18-64,2020,<5,<5,0
34007603602,EF,18-64,2020,<5,<5,0
34007603603,EF,18-64,2020,<5,<5,0
34007603700,EF,18-64,2020,<5,<5,0
34007603800,EF,18-64,2020,5,<5,<5
34007603901,EF,18-64,2020,<5,<5,0
34007603902,EF,18-64,2020,<5,<5,0
34007604100,EF,18-64,2020,<5,<5,<5
34007604200,EF,18-64,2020,<5,<5,0
34007604300,EF,18-64,2020,<5,<5,0
34007604400,EF,18-64,2020,<5,<5,0
34007604700,EF,18-64,2020,5,<5,<5
34007605200,EF,18-64,2020,<5,<5,0
34007605602,EF,18-64,2020,<5,<5,0
34007605800,EF,18-64,2020,<5,<5,0
34007606200,EF,18-64,2020,<5,<5,0
34007606300,EF,18-64,2020,<5,<5,0
34007606500,EF,18-64,2020,<5,<5,0
34007606700,EF,18-64,2020,<5,<5,0
34007606800,EF,18-64,2020,<5,<5,0
34007607000,EF,18-64,2020,5,<5,<5
34007607200,EF,18-64,2020,<5,<5,<5
34007607300,EF,18-64,2020,<5,<5,0
34007607401,EF,18-64,2020,<5,<5,0
34007607502,EF,18-64,2020,<5,<5,0
34007607503,EF,18-64,2020,<5,<5,<5
34007607504,EF,18-64,2020,<5,<5,0
34007607506,EF,18-64,2020,<5,<5,0
34007607507,EF,18-64,2020,5,5,0
34007607600,EF,18-64,2020,<5,<5,<5
34007607701,EF,18-64,2020,7,6,<5
34007607702,EF,18-64,2020,<5,<5,<5
34007607801,EF,18-64,2020,<5,<5,<5
34007607802,EF,18-64,2020,<5,<5,0
34007608001,EF,18-64,2020,<5,<5,0
34007608202,EF,18-64,2020,5,5,0
34007608205,EF,18-64,2020,<5,<5,0
34007608209,EF,18-64,2020,<5,<5,0
34007608210,EF,18-64,2020,<5,<5,0
34007608211,EF,18-64,2020,<5,<5,<5
34007608302,EF,18-64,2020,<5,<5,<5
34007608304,EF,18-64,2020,<5,<5,0
34007608401,EF,18-64,2020,<5,<5,<5
34007608402,EF,18-64,2020,<5,<5,0
34007608403,EF,18-64,2020,<5,<5,0
34007608504,EF,18-64,2020,<5,<5,<5
34007608600,EF,18-64,2020,<5,<5,0
34007608700,EF,18-64,2020,<5,<5,0
34007608800,EF,18-64,2020,<5,<5,<5
34007608901,EF,18-64,2020,<5,<5,0
34007609103,EF,18-64,2020,<5,0,<5
34007609201,EF,18-64,2020,<5,<5,0
34007609202,EF,18-64,2020,<5,<5,0
34007609205,EF,18-64,2020,<5,<5,0
34007610300,EF,18-64,2020,<5,<5,0
34007610400,EF,18-64,2020,12,10,<5
34007610500,EF,18-64,2020,15,12,<5
34007610600,EF,18-64,2020,<5,0,<5
34007610800,EF,18-64,2020,5,<5,<5
34007610900,EF,18-64,2020,<5,<5,<5
34007611000,EF,18-64,2020,5,5,0
34007611100,EF,18-64,2020,<5,0,<5
34007611200,EF,18-64,2020,<5,<5,<5
34007611400,EF,18-64,2020,<5,<5,0
34007611500,EF,18-64,2020,<5,<5,0
34007611600,EF,18-64,2020,9,8,<5
34007611700,EF,18-64,2020,<5,<5,0
34007600400,EF,65+,2020,<5,<5,<5
34007600800,EF,65+,2020,6,<5,<5
34007600900,EF,65+,2020,<5,<5,0
34007601000,EF,65+,2020,<5,<5,<5
34007601101,EF,65+,2020,<5,<5,0
34007601102,EF,65+,2020,<5,0,<5
34007601200,EF,65+,2020,<5,<5,<5
34007601300,EF,65+,2020,6,<5,5
34007601400,EF,65+,2020,<5,<5,<5
34007601500,EF,65+,2020,<5,<5,<5
34007601600,EF,65+,2020,<5,<5,<5
34007601700,EF,65+,2020,<5,<5,0
34007601800,EF,65+,2020,<5,0,<5
34007602000,EF,65+,2020,<5,<5,<5
34007602601,EF,65+,2020,<5,<5,<5
34007602602,EF,65+,2020,<5,0,<5
34007602901,EF,65+,2020,7,5,<5
34007603001,EF,65+,2020,<5,0,<5
34007603002,EF,65+,2020,<5,0,<5
34007603200,EF,65+,2020,<5,<5,<5
34007603301,EF,65+,2020,<5,<5,0
34007603302,EF,65+,2020,<5,<5,<5
34007603303,EF,65+,2020,<5,<5,<5
34007603400,EF,65+,2020,6,<5,<5
34007603501,EF,65+,2020,<5,0,<5
34007603503,EF,65+,2020,<5,<5,<5
34007603504,EF,65+,2020,<5,0,<5
34007603506,EF,65+,2020,<5,0,<5
34007603507,EF,65+,2020,<5,0,<5
34007603601,EF,65+,2020,<5,<5,0
34007603603,EF,65+,2020,<5,0,<5
34007603700,EF,65+,2020,<5,<5,<5
34007603901,EF,65+,2020,5,<5,<5
34007603902,EF,65+,2020,<5,0,<5
34007604100,EF,65+,2020,<5,<5,<5
34007604200,EF,65+,2020,<5,0,<5
34007604300,EF,65+,2020,<5,<5,<5
34007604400,EF,65+,2020,<5,<5,<5
34007605100,EF,65+,2020,<5,<5,<5
34007605400,EF,65+,2020,<5,<5,0
34007605700,EF,65+,2020,<5,<5,0
34007605800,EF,65+,2020,<5,<5,0
34007606000,EF,65+,2020,<5,0,<5
34007606300,EF,65+,2020,<5,<5,0
34007606400,EF,65+,2020,<5,0,<5
34007606500,EF,65+,2020,<5,<5,<5
34007606600,EF,65+,2020,<5,<5,<5
34007606700,EF,65+,2020,<5,<5,0
34007606800,EF,65+,2020,<5,<5,0
34007607000,EF,65+,2020,<5,<5,<5
34007607100,EF,65+,2020,<5,<5,0
34007607401,EF,65+,2020,<5,0,<5
34007607502,EF,65+,2020,10,5,5
34007607503,EF,65+,2020,9,<5,7
34007607504,EF,65+,2020,<5,0,<5
34007607505,EF,65+,2020,<5,0,<5
34007607507,EF,65+,2020,<5,<5,<5
34007607600,EF,65+,2020,<5,0,<5
34007607702,EF,65+,2020,<5,0,<5
34007607801,EF,65+,2020,<5,<5,<5
34007607900,EF,65+,2020,<5,<5,0
34007608205,EF,65+,2020,<5,<5,0
34007608209,EF,65+,2020,<5,0,<5
34007608211,EF,65+,2020,<5,<5,<5
34007608302,EF,65+,2020,<5,<5,0
34007608303,EF,65+,2020,<5,<5,0
34007608304,EF,65+,2020,<5,0,<5
34007608401,EF,65+,2020,<5,0,<5
34007608403,EF,65+,2020,<5,<5,<5
34007608404,EF,65+,2020,<5,<5,0
34007608700,EF,65+,2020,11,<5,9
34007608901,EF,65+,2020,<5,0,<5
34007608904,EF,65+,2020,<5,0,<5
34007609000,EF,65+,2020,<5,0,<5
34007609103,EF,65+,2020,<5,0,<5
34007609203,EF,65+,2020,<5,0,<5
34007609204,EF,65+,2020,<5,0,<5
34007610300,EF,65+,2020,<5,<5,0
34007610400,EF,65+,2020,<5,<5,<5
34007610500,EF,65+,2020,<5,<5,<5
34007610600,EF,65+,2020,<5,0,<5
34007610800,EF,65+,2020,<5,<5,<5
34007610900,EF,65+,2020,5,<5,<5
34007611000,EF,65+,2020,<5,<5,<5
34007611100,EF,65+,2020,<5,<5,<5
34007611200,EF,65+,2020,<5,<5,<5
34007611300,EF,65+,2020,<5,0,<5
34007611400,EF,65+,2020,<5,0,<5
34007611600,EF,65+,2020,<5,<5,<5
34007611700,EF,65+,2020,<5,<5,<5
34007600200,GAD,18-64,2020,26,22,<5
34007600400,GAD,18-64,2020,49,48,<5
34007600700,GAD,18-64,2020,16,15,<5
34007600800,GAD,18-64,2020,60,57,7
34007600900,GAD,18-64,2020,28,23,6
34007601000,GAD,18-64,2020,42,35,9
34007601101,GAD,18-64,2020,27,23,<5
34007601102,GAD,18-64,2020,49,41,12
34007601200,GAD,18-64,2020,55,48,11
34007601300,GAD,18-64,2020,66,56,12
34007601400,GAD,18-64,2020,65,57,10
34007601500,GAD,18-64,2020,85,77,11
34007601600,GAD,18-64,2020,30,27,5
34007601700,GAD,18-64,2020,42,36,9
34007601800,GAD,18-64,2020,11,10,<5
34007601900,GAD,18-64,2020,27,24,5
34007602000,GAD,18-64,2020,82,74,10
34007602503,GAD,18-64,2020,21,20,<5
34007602601,GAD,18-64,2020,19,14,5
34007602602,GAD,18-64,2020,19,18,<5
34007602901,GAD,18-64,2020,25,18,11
34007602902,GAD,18-64,2020,22,19,<5
34007603001,GAD,18-64,2020,23,15,8
34007603002,GAD,18-64,2020,33,30,<5
34007603100,GAD,18-64,2020,22,17,5
34007603200,GAD,18-64,2020,26,16,10
34007603301,GAD,18-64,2020,24,20,5
34007603302,GAD,18-64,2020,12,10,<5
34007603303,GAD,18-64,2020,<5,<5,<5
34007603400,GAD,18-64,2020,23,20,5
34007603501,GAD,18-64,2020,6,5,<5
34007603503,GAD,18-64,2020,<5,<5,0
34007603504,GAD,18-64,2020,9,7,<5
34007603505,GAD,18-64,2020,55,50,7
34007603506,GAD,18-64,2020,13,11,<5
34007603507,GAD,18-64,2020,13,10,<5
34007603601,GAD,18-64,2020,11,8,<5
34007603602,GAD,18-64,2020,<5,<5,<5
34007603603,GAD,18-64,2020,8,7,<5
34007603700,GAD,18-64,2020,23,18,7
34007603800,GAD,18-64,2020,16,12,5
34007603901,GAD,18-64,2020,10,8,<5
34007603902,GAD,18-64,2020,17,14,5
34007604100,GAD,18-64,2020,28,24,5
34007604200,GAD,18-64,2020,32,29,5
34007604300,GAD,18-64,2020,19,18,<5
34007604400,GAD,18-64,2020,13,13,0
34007604600,GAD,18-64,2020,14,10,5
34007604700,GAD,18-64,2020,15,12,<5
34007605100,GAD,18-64,2020,17,13,5
34007605200,GAD,18-64,2020,16,13,<5
34007605300,GAD,18-64,2020,10,9,<5
34007605400,GAD,18-64,2020,8,6,<5
34007605602,GAD,18-64,2020,13,10,<5
34007605700,GAD,18-64,2020,13,12,<5
34007605800,GAD,18-64,2020,7,6,<5
34007605900,GAD,18-64,2020,7,7,0
34007606000,GAD,18-64,2020,6,6,0
34007606100,GAD,18-64,2020,6,<5,<5
34007606200,GAD,18-64,2020,<5,<5,<5
34007606300,GAD,18-64,2020,<5,<5,0
34007606500,GAD,18-64,2020,13,13,<5
34007606600,GAD,18-64,2020,8,6,<5
34007606700,GAD,18-64,2020,20,17,5
34007606800,GAD,18-64,2020,9,8,<5
34007607000,GAD,18-64,2020,34,24,11
34007607100,GAD,18-64,2020,17,14,<5
34007607200,GAD,18-64,2020,28,20,9
34007607300,GAD,18-64,2020,13,11,<5
34007607401,GAD,18-64,2020,16,13,<5
34007607402,GAD,18-64,2020,9,7,<5
34007607502,GAD,18-64,2020,12,8,5
34007607503,GAD,18-64,2020,14,12,<5
34007607504,GAD,18-64,2020,<5,<5,0
34007607505,GAD,18-64,2020,<5,<5,<5
34007607506,GAD,18-64,2020,13,9,<5
34007607507,GAD,18-64,2020,21,20,<5
34007607600,GAD,18-64,2020,8,6,<5
34007607701,GAD,18-64,2020,23,22,<5
34007607702,GAD,18-64,2020,24,22,<5
34007607801,GAD,18-64,2020,31,22,11
34007607802,GAD,18-64,2020,14,13,<5
34007607900,GAD,18-64,2020,7,<5,<5
34007608001,GAD,18-64,2020,12,10,<5
34007608202,GAD,18-64,2020,15,13,<5
34007608205,GAD,18-64,2020,10,5,6
34007608206,GAD,18-64,2020,12,10,<5
34007608209,GAD,18-64,2020,15,11,<5
34007608210,GAD,18-64,2020,11,11,0
34007608211,GAD,18-64,2020,21,19,<5
34007608302,GAD,18-64,2020,21,15,6
34007608303,GAD,18-64,2020,9,5,<5
34007608304,GAD,18-64,2020,23,17,7
34007608401,GAD,18-64,2020,23,20,<5
34007608402,GAD,18-64,2020,8,8,<5
34007608403,GAD,18-64,2020,22,15,8
34007608404,GAD,18-64,2020,14,13,<5
34007608503,GAD,18-64,2020,21,19,<5
34007608504,GAD,18-64,2020,31,24,8
34007608600,GAD,18-64,2020,29,21,8
34007608700,GAD,18-64,2020,23,16,7
34007608800,GAD,18-64,2020,14,12,<5
34007608901,GAD,18-64,2020,20,15,5
34007608903,GAD,18-64,2020,9,7,<5
34007608904,GAD,18-64,2020,<5,<5,0
34007609000,GAD,18-64,2020,8,7,<5
34007609103,GAD,18-64,2020,20,17,5
34007609201,GAD,18-64,2020,17,14,<5
34007609202,GAD,18-64,2020,26,19,7
34007609203,GAD,18-64,2020,28,20,8
34007609204,GAD,18-64,2020,15,13,<5
34007609205,GAD,18-64,2020,21,17,<5
34007610300,GAD,18-64,2020,12,12,0
34007610400,GAD,18-64,2020,79,69,18
34007610500,GAD,18-64,2020,44,40,9
34007610600,GAD,18-64,2020,15,10,6
34007610800,GAD,18-64,2020,33,27,8
34007610900,GAD,18-64,2020,16,11,7
34007611000,GAD,18-64,2020,60,52,9
34007611100,GAD,18-64,2020,23,16,9
34007611200,GAD,18-64,2020,12,10,<5
34007611300,GAD,18-64,2020,12,8,<5
34007611400,GAD,18-64,2020,16,11,6
34007611500,GAD,18-64,2020,<5,<5,<5
34007611600,GAD,18-64,2020,45,39,11
34007611700,GAD,18-64,2020,15,12,<5
34007600200,GAD,65+,2020,<5,<5,<5
34007600400,GAD,65+,2020,<5,<5,0
34007600700,GAD,65+,2020,<5,<5,<5
34007600800,GAD,65+,2020,7,<5,<5
34007600900,GAD,65+,2020,<5,<5,0
34007601000,GAD,65+,2020,6,<5,<5
34007601101,GAD,65+,2020,<5,<5,<5
34007601102,GAD,65+,2020,11,5,6
34007601200,GAD,65+,2020,9,7,5
34007601300,GAD,65+,2020,11,5,6
34007601400,GAD,65+,2020,10,7,5
34007601500,GAD,65+,2020,10,6,<5
34007601600,GAD,65+,2020,<5,<5,<5
34007601700,GAD,65+,2020,5,<5,<5
34007601800,GAD,65+,2020,<5,<5,0
34007601900,GAD,65+,2020,<5,<5,<5
34007602000,GAD,65+,2020,6,<5,<5
34007602503,GAD,65+,2020,<5,<5,<5
34007602601,GAD,65+,2020,5,<5,<5
34007602602,GAD,65+,2020,5,<5,<5
34007602901,GAD,65+,2020,11,<5,7
34007602902,GAD,65+,2020,<5,0,<5
34007603001,GAD,65+,2020,12,8,5
34007603002,GAD,65+,2020,6,<5,<5
34007603100,GAD,65+,2020,<5,<5,<5
34007603200,GAD,65+,2020,27,14,17
34007603301,GAD,65+,2020,5,<5,<5
34007603302,GAD,65+,2020,14,<5,12
34007603303,GAD,65+,2020,8,<5,6
34007603400,GAD,65+,2020,10,5,8
34007603501,GAD,65+,2020,<5,<5,<5
34007603503,GAD,65+,2020,<5,<5,<5
34007603504,GAD,65+,2020,<5,0,<5
34007603505,GAD,65+,2020,<5,<5,<5
34007603506,GAD,65+,2020,<5,<5,0
34007603507,GAD,65+,2020,10,5,5
34007603601,GAD,65+,2020,8,<5,<5
34007603700,GAD,65+,2020,10,<5,7
34007603800,GAD,65+,2020,5,<5,<5
34007603901,GAD,65+,2020,14,8,9
34007603902,GAD,65+,2020,10,<5,7
34007604100,GAD,65+,2020,7,<5,5
34007604200,GAD,65+,2020,17,8,9
34007604300,GAD,65+,2020,5,<5,<5
34007604400,GAD,65+,2020,6,<5,5
34007604600,GAD,65+,2020,<5,<5,0
34007604700,GAD,65+,2020,<5,<5,<5
34007605100,GAD,65+,2020,5,<5,5
34007605200,GAD,65+,2020,5,<5,<5
34007605300,GAD,65+,2020,<5,<5,<5
34007605400,GAD,65+,2020,8,<5,6
34007605602,GAD,65+,2020,<5,<5,<5
34007605700,GAD,65+,2020,<5,<5,<5
34007605800,GAD,65+,2020,6,<5,<5
34007605900,GAD,65+,2020,<5,<5,<5
34007606000,GAD,65+,2020,<5,<5,<5
34007606100,GAD,65+,2020,<5,0,<5
34007606300,GAD,65+,2020,<5,0,<5
